IP;Latitude;Longitude;Model_Cam;District
10.6.230.10;50.471036;30.512898;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Бібліотека ім. В.Некрасова
10.6.225.10;50.508938;30.414079;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Бібліотека ім. К.Чуковського
10.6.224.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Бібліотека ім. О.Копиленка
10.6.224.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Бібліотека ім. О.Копиленка
10.3.253.11;50.462266;30.518394;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/Будинок дитячої творчості
10.3.253.12;50.462362;30.518565;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Подільський/Будинок дитячої творчості
10.4.177.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Вечірня школа №27
10.4.177.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Вечірня школа №27
10.4.6.10;50.451508;30.494849;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №123
10.2.103.10;50.511188;30.406502;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №257
10.2.103.10;50.511388;30.406802;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №257
10.2.103.10;50.511588;30.407102;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №257
10.2.103.10;50.511788;30.407402;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №257
10.4.218.10;50.510704;30.433603;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №34
10.4.218.10;50.511216;30.434194;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Гімназія №34
10.6.233.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №1
10.6.233.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №1
10.6.233.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №1
10.6.233.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №1
10.6.234.10;50.508842;30.432497;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №12
10.6.234.10;50.50872;30.432862;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №12
10.6.235.10;50.492207;30.460592;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №31
10.6.235.10;50.492283;30.460712;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №31
10.6.236.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №35
10.6.236.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча музична школа №35
10.6.240.12;;;IPC6324-MIR;/БМ Київ/Соцкультпобут/Подільський/Дитяча художня школа №10
10.6.237.10;50.47967;30.412763;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча школа мистецтв
10.6.237.10;50.47987;30.413063;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Дитяча школа мистецтв
10.4.176.10;50.494382;30.448043;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитячий будинок «Малятко»
10.4.176.10;50.494582;30.448343;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитячий будинок «Малятко»
10.3.150.11;50.48726;30.42185;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитячий санаторій Ластівка
10.3.150.12;50.486269;30.421817;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитячий санаторій Ластівка
10.3.150.13;50.486273;30.421613;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Дитячий санаторій Ластівка
10.2.6.11;50.489548;30.465102;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Стомат.полікл
10.2.6.10;50.489548;30.465102;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Стомат.полікл
10.2.7.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Подільського
10.2.7.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Подільського
10.2.7.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Подільського
10.2.7.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Подільського
10.2.3.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Полікл№2
10.2.3.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДКЛ №9 Полікл№2
10.4.165.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №120
10.4.165.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №120
10.4.208.10;50.507392;30.413806;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №142
10.4.208.10;50.507592;30.414106;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №142
10.3.166.10;50.485398;30.408264;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №151
10.3.166.10;50.485598;30.408564;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №151
10.2.125.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №16
10.2.125.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №16
10.4.150.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №162
10.4.150.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №162
10.3.28.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №163
10.3.28.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №163
10.3.28.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №163
10.3.28.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №163
10.3.165.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №188
10.3.165.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №188
10.4.172.11;50.507362;30.424115;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №25 «Первоцвіт»
10.4.172.12;50.507444;30.424163;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №25 «Первоцвіт»
10.4.149.12;50.487475;30.4685;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №268
10.4.149.10;50.487524;30.468487;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №268
10.4.149.10;50.487724;30.468787;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №268
10.4.231.10;50.513724;30.436212;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №399
10.4.231.10;50.513924;30.436512;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №399
10.4.207.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №435
10.4.207.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №435
10.4.170.10;50.511041;30.436136;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №45
10.4.170.10;50.511241;30.436436;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №45
10.3.162.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №486
10.3.162.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №486
10.4.123.12;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №518
10.4.123.11;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №518
10.3.109.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №556
10.3.109.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №556
10.3.109.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №556
10.3.109.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №556
10.4.171.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №56
10.4.171.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №56
10.3.116.10;50.51585;30.42289;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №563
10.3.116.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №563
10.3.116.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №563
10.3.116.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №563
10.3.149.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №570
10.3.149.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №570
10.1.231.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №626
10.1.231.10;50.510003;30.404508;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №626
10.1.231.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №626
10.1.231.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №626
10.4.164.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №676
10.4.143.11;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №72
10.4.143.12;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №72
10.4.143.13;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №72
10.4.143.14;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №72
10.4.183.10;50.511201;30.419747;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №763
10.4.183.10;50.511401;30.420047;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №763
10.4.7.10;50.501956;30.438224;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №775 «Подоляночка»
10.4.7.10;50.502156;30.438524;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №775 «Подоляночка»
10.4.7.10;50.502356;30.438824;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №775 «Подоляночка»
10.4.7.10;50.502556;30.439124;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №775 «Подоляночка»
10.4.181.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №777
10.4.181.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №777
10.4.181.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №777
10.4.181.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №777
10.3.27.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №8 Плай
10.3.27.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №8 Плай
10.4.167.11;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №88
10.1.244.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №96
10.1.244.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ДНЗ №96
10.1.237.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №107
10.1.237.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №107
10.4.68.10;50.508593;30.443412;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №156
10.4.68.10;50.508793;30.443712;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №156
10.3.193.10;50.467255;30.515865;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №19
10.3.193.10;50.467455;30.516165;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №19
10.3.110.10;50.514714;30.433191;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №193
10.3.110.10;50.514918;30.433489;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №193
10.3.110.10;50.515118;30.433789;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №193
10.3.110.10;50.515318;30.434089;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №193
10.4.87.10;50.490398;30.463467;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №2
10.4.87.10;50.490598;30.463767;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №2
10.3.100.11;;;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.12;;;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.13;;;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.14;;;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.10;50.506126;30.430945;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.10;50.506326;30.431245;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.10;50.506526;30.431545;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.3.100.10;50.506726;30.431845;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №242
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.4.191.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №243
10.3.79.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №262
10.3.79.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №262
10.3.79.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №262
10.3.79.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №262
10.4.175.10;50.502971;30.447211;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №271
10.4.175.10;50.503171;30.447511;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №271
10.4.175.10;50.503371;30.447811;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №271
10.4.175.10;50.503571;30.448111;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №271
10.3.94.10;50.509415;30.414989;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №3
10.3.94.10;50.509477;30.415532;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №3
10.3.94.10;50.509677;30.415831;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №3
10.3.94.10;50.509877;30.416131;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №3
10.3.94.10;50.510077;30.416432;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №3
10.3.94.10;50.50904;30.414999;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №3
10.1.226.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №45
10.1.226.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №45
10.1.226.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №45
10.1.226.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №45
10.3.93.10;50.512181;30.412328;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №6
10.3.93.10;50.512381;30.412628;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №6
10.2.208.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №93
10.2.208.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №93
10.2.208.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №93
10.2.208.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЗНЗ №93
10.4.62.10;50.49405;30.44341;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Ліцей енергетичний
10.4.62.10;50.49425;30.44371;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Ліцей енергетичний
10.4.163.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Ліцей Поділ №100
10.4.163.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Ліцей Поділ №100
10.2.198.12;50.467045;30.520429;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Музей гетьманства
10.2.198.11;50.467113;30.520595;Не вказана;/БМ Київ/Соцкультпобут/Подільський/Музей гетьманства
10.1.206.10;50.459751;30.51708;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Музей-майстерня І.П.Кавалерідзе
10.1.206.10;50.459951;30.51738;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Музей-майстерня І.П.Кавалерідзе
10.4.97.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Стомат поліклініка Подільського
10.4.97.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Стомат поліклініка Подільського
10.4.97.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Стомат поліклініка Подільського
10.4.97.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Стомат поліклініка Подільського
10.3.251.12;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ТМО «ПСИХІАТРІЯ» к.12
10.3.251.11;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ТМО «ПСИХІАТРІЯ» к.12
10.3.247.11;50.483839;30.472709;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ТМО ПСИХІАТРІЯ
10.3.247.12;50.483948;30.472849;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ТМО ПСИХІАТРІЯ
10.4.173.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Училище водного транспорту
10.4.173.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/Училище водного транспорту
10.4.168.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Фінансовий ліцей
10.4.168.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Фінансовий ліцей
10.4.168.10;50.514045;30.419458;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Фінансовий ліцей
10.4.168.10;50.514245;30.419757;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Фінансовий ліцей
10.3.20.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЦПМСД №1 Подільського
10.3.20.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЦПМСД №1 Подільського
10.3.20.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЦПМСД №1 Подільського
10.3.20.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/ЦПМСД №1 Подільського
10.1.103.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ЦПМСД №2 Подільського
10.1.103.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ЦПМСД №2 Подільського
10.6.220.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ЦРБ ім. І.Франка
10.6.220.10;;;Не вказана;/БМ Київ/Соцкультпобут/Подільський/ЦРБ ім. І.Франка
10.4.106.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ШДС «Паросток»
10.4.106.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ШДС «Паросток»
10.3.244.10;50.512552;30.415056;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ШДС «Перлина»
10.3.244.10;50.512752;30.415357;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ШДС «Перлина»
10.4.189.10;50.509485;30.434735;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ШДС «Родзинка»
10.4.189.10;50.509685;30.435035;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Подільський/ШДС «Родзинка»
10.2.46.10;50.509761;30.438952;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Шкірно-вен дисп №5
10.2.46.10;50.509961;30.439252;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Шкірно-вен дисп №5
10.2.46.10;50.510161;30.439552;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Шкірно-вен дисп №5
10.2.46.10;50.510361;30.439851;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Шкірно-вен дисп №5
10.2.236.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Школа - інтернат №6
10.2.236.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Подільський/Школа - інтернат №6
10.4.29.11;;;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/Школа -інтернат №5
10.4.29.12;;;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Подільський/Школа -інтернат №5
10.9.55.11;50.491306;30.42889;DS-2CD2125F-I;/БМ Київ/Соцкультпобут/Подільський/Школа-інтернат №19
10.9.55.12;50.491367;30.42977;DS-2CD2T25FWD-I3;/БМ Київ/Соцкультпобут/Подільський/Школа-інтернат №19
10.6.6.11;50.411811;30.401085;IPC6224-IR;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Джерело»
10.6.6.12;50.411982;30.401208;IPC6324-MIR;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Джерело»
10.6.7.10;50.419819;30.373916;Не вказана;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Книж. світлиця»
10.6.7.10;50.420019;30.374216;Не вказана;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Книж. світлиця»
10.6.10.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Книж. світлиця» Філія
10.6.10.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Книж. світлиця» Філія
10.6.9.11;50.458688;30.372553;IPC6324-MIR;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека «Промінець»
10.6.4.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека ім. В. Стефаника
10.6.4.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека ім. В. Стефаника
10.6.5.10;50.454626;30.379793;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека ім. Натана Рибака
10.6.5.10;50.454826;30.380092;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека ім. Натана Рибака
10.6.2.10;50.459309;30.372794;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Бібліотека ім. О. Герцена
10.6.106.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Вечірня школа №7
10.6.106.10;;;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Вечірня школа №7
10.1.109.11;50.427839;30.360405;IPC6224-IR;/БМ Київ/Соцкультпобут/Святошинський/Вище проф училище №33
10.1.109.12;50.427839;30.360405;IPC6324-MIR;/БМ Київ/Соцкультпобут/Святошинський/Вище проф училище №33
10.6.75.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Святошинський/Гімназія №154
10.6.75.10;;;DS-7608NI-K2-T1-C;/БМ Київ/Соцкультпобут/Святошинський/Гімназія №154
10.6.98.10;50.458855;30.368032;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Гімназія Академія
10.6.98.10;50.459055;30.368332;DS-7604NI-K1-HDD1;/БМ Київ/Соцкультпобут/Святошинський/Гімназія Академія
10.1.41.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Святошинський/ДКЛ №5 Святошинського
10.1.41.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Святошинський/ДКЛ №5 Святошинського
10.1.41.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Святошинський/ДКЛ №5 Святошинського
10.1.41.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Святошинський/ДКЛ №5 Святошинського
10.1.41.10;;;DS-7616NI-K2-T2-C;/БМ Київ/Соцкультпобут/Святошинський/ДКЛ №5 Святошинського
